#                                                                       --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                   accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------         -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Sfam_13850           -          gi|17231846|ref|NP_488394.1| -           1.7e-165  555.8   0.1  1.9e-165  555.7   0.1   1.0   1   0   0   1   1   1   1 -
Sfam_4694            -          gi|17231846|ref|NP_488394.1| -            9.2e-52  180.8   0.1   1.6e-51  180.0   0.1   1.2   1   0   0   1   1   1   1 -
Sfam_4782            -          gi|17231846|ref|NP_488394.1| -            4.1e-42  149.3   0.0   1.7e-40  144.0   0.0   2.0   1   1   0   1   1   1   1 -
Sfam_16989           -          gi|17231846|ref|NP_488394.1| -            3.1e-38  136.3   0.0   1.4e-37  134.2   0.0   1.8   1   1   0   1   1   1   1 -
Sfam_13942           -          gi|17231846|ref|NP_488394.1| -            5.8e-33  118.6   0.0   9.3e-33  117.9   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_11213           -          gi|17231846|ref|NP_488394.1| -            3.7e-28  103.1   0.0   5.4e-28  102.5   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_85732           -          gi|17231846|ref|NP_488394.1| -            1.1e-26   98.3   0.0   1.5e-26   97.8   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_4350            -          gi|17231846|ref|NP_488394.1| -            1.4e-26   98.3   0.4   2.5e-26   97.5   0.4   1.4   1   1   0   1   1   1   1 -
Sfam_4209            -          gi|17231846|ref|NP_488394.1| -            3.3e-23   86.8   0.0   5.6e-23   86.1   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_48606           -          gi|17231846|ref|NP_488394.1| -            3.4e-21   79.9   0.0   4.3e-21   79.6   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_300212          -          gi|17231846|ref|NP_488394.1| -            2.5e-20   77.5   0.0   3.8e-20   76.9   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_38366           -          gi|17231846|ref|NP_488394.1| -            3.1e-20   77.0   0.2   8.7e-20   75.5   0.2   1.7   1   1   0   1   1   1   1 -
Sfam_79213           -          gi|17231846|ref|NP_488394.1| -            3.9e-19   74.0   0.1   5.2e-19   73.6   0.1   1.2   1   0   0   1   1   1   1 -
Sfam_56914           -          gi|17231846|ref|NP_488394.1| -            4.2e-16   63.3   0.0   9.5e-16   62.1   0.0   1.5   1   1   0   1   1   1   1 -
Sfam_13872           -          gi|17231846|ref|NP_488394.1| -            4.7e-15   60.1   0.0     6e-15   59.7   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_47464           -          gi|17231846|ref|NP_488394.1| -            1.6e-14   58.2   0.0   2.7e-14   57.4   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_167920          -          gi|17231846|ref|NP_488394.1| -            8.3e-12   49.3   0.3   2.3e-11   47.9   0.3   1.7   1   1   0   1   1   1   1 -
Sfam_17028           -          gi|17231846|ref|NP_488394.1| -            1.7e-11   48.0   0.0   2.9e-11   47.3   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_7183            -          gi|17231846|ref|NP_488394.1| -            5.7e-11   46.3   0.0   8.8e-11   45.6   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_123322          -          gi|17231846|ref|NP_488394.1| -            7.7e-11   46.3   0.0   1.2e-10   45.6   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_89113           -          gi|17231846|ref|NP_488394.1| -            1.4e-10   45.6   0.0   2.9e-10   44.6   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_77599           -          gi|17231846|ref|NP_488394.1| -            1.4e-10   44.8   0.0   2.1e-10   44.2   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_92703           -          gi|17231846|ref|NP_488394.1| -            5.2e-10   43.8   0.0   9.1e-10   43.0   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_169098          -          gi|17231846|ref|NP_488394.1| -            2.4e-09   41.8   0.0   3.7e-09   41.2   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_20103           -          gi|17231846|ref|NP_488394.1| -            5.9e-09   39.7   0.0   8.9e-09   39.1   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_13758           -          gi|17231846|ref|NP_488394.1| -            7.4e-09   39.4   0.0   1.1e-08   38.8   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_134272          -          gi|17231846|ref|NP_488394.1| -            1.2e-08   38.4   0.0   1.8e-08   37.8   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_24509           -          gi|17231846|ref|NP_488394.1| -            1.7e-08   38.5   0.0   2.6e-08   37.9   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_2371            -          gi|17231846|ref|NP_488394.1| -              2e-08   38.2   0.1   1.7e-07   35.2   0.1   2.0   1   1   0   1   1   1   1 -
Sfam_120302          -          gi|17231846|ref|NP_488394.1| -            1.2e-07   35.9   0.0     2e-07   35.1   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_26908           -          gi|17231846|ref|NP_488394.1| -              2e-07   34.8   0.1   5.3e-07   33.4   0.0   1.6   2   0   0   2   2   2   1 -
Sfam_14588           -          gi|17231846|ref|NP_488394.1| -            2.3e-07   34.8   0.0   5.5e-07   33.5   0.0   1.5   1   1   0   1   1   1   1 -
Sfam_234238          -          gi|17231846|ref|NP_488394.1| -            2.6e-07   33.7   0.0   3.7e-07   33.2   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_54782           -          gi|17231846|ref|NP_488394.1| -              3e-07   34.7   0.0   5.6e-07   33.9   0.0   1.5   1   0   0   1   1   1   1 -
Sfam_215150          -          gi|17231846|ref|NP_488394.1| -            4.8e-07   33.7   0.0   6.8e-07   33.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_28603           -          gi|17231846|ref|NP_488394.1| -            7.8e-07   32.9   0.0   1.2e-06   32.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_31108           -          gi|17231846|ref|NP_488394.1| -            1.4e-06   32.6   0.0   3.1e-06   31.5   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_5036            -          gi|17231846|ref|NP_488394.1| -            5.4e-06   30.6   0.0   9.2e-06   29.9   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_210970          -          gi|17231846|ref|NP_488394.1| -            7.9e-06   30.0   0.1    0.0023   22.0   0.0   2.2   2   0   0   2   2   2   1 -
Sfam_4000            -          gi|17231846|ref|NP_488394.1| -            1.3e-05   29.2   0.0   2.6e-05   28.3   0.0   1.5   1   0   0   1   1   1   1 -
Sfam_101644          -          gi|17231846|ref|NP_488394.1| -            1.4e-05   28.3   0.0   2.4e-05   27.6   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_27519           -          gi|17231846|ref|NP_488394.1| -            3.2e-05   26.7   0.0   4.6e-05   26.1   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_433837          -          gi|17231846|ref|NP_488394.1| -            9.1e-05   26.4   0.0   0.00017   25.5   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_29353           -          gi|17231846|ref|NP_488394.1| -            0.00016   26.1   0.0   0.00038   24.9   0.0   1.7   1   1   0   1   1   1   1 -
Sfam_17661           -          gi|17231846|ref|NP_488394.1| -             0.0002   25.6   0.0   0.00035   24.7   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_85235           -          gi|17231846|ref|NP_488394.1| -             0.0002   25.1   0.0   0.00031   24.5   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_236720          -          gi|17231846|ref|NP_488394.1| -            0.00023   24.6   0.0   0.00036   24.0   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_97724           -          gi|17231846|ref|NP_488394.1| -            0.00041   24.3   0.0    0.0038   21.2   0.0   2.3   2   1   0   2   2   1   1 -
Sfam_59611           -          gi|17231846|ref|NP_488394.1| -            0.00056   24.5   0.0    0.0011   23.5   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_128859          -          gi|17231846|ref|NP_488394.1| -            0.00092   23.5   0.0    0.0028   22.0   0.0   1.8   2   0   0   2   2   1   1 -
Sfam_63872           -          gi|17231846|ref|NP_488394.1| -             0.0017   21.8   0.0    0.0021   21.5   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_335527          -          gi|17231846|ref|NP_488394.1| -             0.0018   21.4   0.1    0.0025   20.9   0.1   1.1   1   0   0   1   1   1   1 -
Sfam_4888            -          gi|17231846|ref|NP_488394.1| -              0.002   22.5   0.0    0.0038   21.6   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_98766           -          gi|17231846|ref|NP_488394.1| -             0.0066   20.7   0.0     0.013   19.7   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_118897          -          gi|17231846|ref|NP_488394.1| -             0.0078   20.6   0.0     0.027   18.9   0.0   1.8   1   1   0   1   1   1   1 -
Sfam_13850           -          gi|1935912|gb|AAC49678.1| -           1.4e-141  476.9   0.0  1.8e-141  476.6   0.0   1.0   1   0   0   1   1   1   1 -
Sfam_4694            -          gi|1935912|gb|AAC49678.1| -            3.5e-52  182.2   0.0   5.4e-52  181.6   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_4782            -          gi|1935912|gb|AAC49678.1| -            3.2e-41  146.4   0.3     8e-41  145.1   0.3   1.8   1   1   0   1   1   1   1 -
Sfam_13942           -          gi|1935912|gb|AAC49678.1| -              4e-39  138.9   0.0   5.1e-39  138.5   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_16989           -          gi|1935912|gb|AAC49678.1| -            5.4e-38  135.5   0.0   1.2e-37  134.4   0.0   1.6   1   1   0   1   1   1   1 -
Sfam_4350            -          gi|1935912|gb|AAC49678.1| -            1.9e-30  111.1   0.3   1.5e-29  108.1   0.1   1.9   2   0   0   2   2   2   1 -
Sfam_11213           -          gi|1935912|gb|AAC49678.1| -            5.4e-28  102.5   0.0   7.7e-28  102.0   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_85732           -          gi|1935912|gb|AAC49678.1| -            1.6e-26   97.7   0.0   2.1e-26   97.3   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_300212          -          gi|1935912|gb|AAC49678.1| -            5.2e-25   92.8   0.0   8.4e-25   92.1   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_13872           -          gi|1935912|gb|AAC49678.1| -            2.2e-22   84.2   0.0   3.4e-22   83.5   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_48606           -          gi|1935912|gb|AAC49678.1| -            3.7e-22   83.1   0.0   5.3e-22   82.6   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_38366           -          gi|1935912|gb|AAC49678.1| -            3.2e-19   73.7   0.0   6.4e-19   72.7   0.0   1.4   2   0   0   2   2   1   1 -
Sfam_79213           -          gi|1935912|gb|AAC49678.1| -            2.2e-18   71.5   0.2   3.2e-18   71.0   0.2   1.2   1   0   0   1   1   1   1 -
Sfam_4209            -          gi|1935912|gb|AAC49678.1| -            2.4e-17   67.5   0.0   3.6e-17   67.0   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_92703           -          gi|1935912|gb|AAC49678.1| -            5.5e-16   63.3   0.3   9.4e-16   62.5   0.3   1.3   1   0   0   1   1   1   1 -
Sfam_167920          -          gi|1935912|gb|AAC49678.1| -            1.4e-15   61.7   0.1   2.5e-15   60.9   0.1   1.3   1   1   0   1   1   1   1 -
Sfam_89113           -          gi|1935912|gb|AAC49678.1| -              5e-15   60.0   0.0   1.1e-14   59.0   0.0   1.5   1   0   0   1   1   1   1 -
